STATE,SECTOR,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Alaska,  Construction ,"$2,275,000,000","$2,211,900,000","$2,184,100,000","$2,163,800,000","$2,255,200,000","$2,321,400,000","$2,463,300,000","$2,464,500,000","$2,456,300,000","$2,250,700,000","$2,218,100,000","$2,150,900,000","$2,220,200,000","$2,228,100,000","$2,104,700,000","$2,012,600,000","$1,929,200,000","$2,005,300,000","$2,125,100,000","$1,990,600,000","$1,891,400,000","$1,917,300,000","$1,936,600,000","$1,833,200,000","$1,793,600,000"
Alaska,  Manufacturing ,"$1,788,700,000","$2,281,800,000","$1,725,600,000","$1,520,500,000","$1,656,400,000","$1,674,200,000","$1,855,500,000","$1,965,300,000","$1,743,400,000","$1,828,300,000","$1,962,200,000","$1,875,200,000","$1,870,100,000","$1,322,500,000","$1,043,400,000","$992,000,000","$1,354,800,000","$1,628,700,000","$1,881,100,000","$1,762,700,000","$1,915,600,000","$1,384,200,000","$1,477,600,000","$1,440,600,000","$1,526,000,000"
Alaska,  Wholesale trade ,"$889,800,000","$963,000,000","$979,700,000","$985,600,000","$956,800,000","$970,500,000","$996,200,000","$1,060,300,000","$1,117,900,000","$1,166,600,000","$1,233,000,000","$1,252,500,000","$1,084,900,000","$1,177,600,000","$1,183,100,000","$1,166,900,000","$1,221,100,000","$1,227,300,000","$1,230,700,000","$1,221,900,000","$1,203,700,000","$1,258,500,000","$1,321,200,000","$1,244,700,000","$1,278,200,000"
Alaska,  Retail trade ,"$1,764,700,000","$1,850,800,000","$1,896,800,000","$1,855,700,000","$1,976,100,000","$2,119,600,000","$2,209,800,000","$2,117,700,000","$2,174,800,000","$2,125,000,000","$2,074,800,000","$2,042,800,000","$2,073,600,000","$2,110,400,000","$2,079,100,000","$2,043,600,000","$2,051,800,000","$2,072,400,000","$2,157,500,000","$2,164,800,000","$2,176,800,000","$2,239,800,000","$2,299,300,000","$2,237,900,000","$2,275,400,000"
Alaska,  Transportation and warehousing ,"$3,769,300,000","$4,429,100,000","$4,547,900,000","$4,201,400,000","$5,231,300,000","$4,236,500,000","$4,364,000,000","$4,541,600,000","$4,535,300,000","$4,639,600,000","$5,098,600,000","$5,714,900,000","$5,166,000,000","$5,850,900,000","$5,230,900,000","$5,458,100,000","$5,223,100,000","$5,235,400,000","$5,470,400,000","$5,740,100,000","$5,864,500,000","$6,040,600,000","$5,870,500,000","$5,416,600,000","$5,620,500,000"
Alaska,  Information ,"$509,700,000","$556,800,000","$587,500,000","$650,500,000","$647,700,000","$703,700,000","$746,800,000","$847,200,000","$968,100,000","$1,008,600,000","$1,062,800,000","$1,131,400,000","$1,065,100,000","$1,113,700,000","$1,154,600,000","$1,179,200,000","$1,272,300,000","$1,312,700,000","$1,498,000,000","$1,481,900,000","$1,450,500,000","$1,297,400,000","$1,326,800,000","$1,318,600,000","$1,421,300,000"
Alaska,   Finance and insurance ,"$1,025,600,000","$1,075,500,000","$1,096,600,000","$1,155,900,000","$1,039,900,000","$1,096,400,000","$1,219,700,000","$1,068,400,000","$1,340,300,000","$1,172,000,000","$1,113,200,000","$1,050,000,000","$1,283,900,000","$1,149,000,000","$1,196,000,000","$1,187,900,000","$1,151,400,000","$1,211,200,000","$1,151,300,000","$1,047,400,000","$1,060,300,000","$1,036,700,000","$1,026,700,000","$953,700,000","$995,400,000"
Alaska,   Real estate and rental and leasing ,"$2,987,800,000","$2,864,300,000","$2,981,200,000","$3,091,500,000","$3,319,600,000","$3,426,300,000","$3,508,400,000","$3,613,900,000","$3,950,200,000","$3,955,700,000","$4,113,900,000","$4,002,800,000","$4,213,200,000","$4,655,500,000","$4,995,100,000","$5,019,800,000","$5,058,100,000","$5,058,000,000","$4,936,900,000","$4,991,700,000","$4,646,100,000","$4,765,300,000","$4,664,800,000","$4,447,400,000","$4,562,200,000"
Alaska,"   Professional, scientific, and technical services ","$1,134,100,000","$1,141,400,000","$1,138,200,000","$1,129,400,000","$1,288,400,000","$1,376,900,000","$1,394,600,000","$1,441,200,000","$1,473,100,000","$1,478,200,000","$1,570,800,000","$1,805,500,000","$1,857,000,000","$1,967,400,000","$2,082,400,000","$2,103,800,000","$2,108,000,000","$2,100,000,000","$2,047,800,000","$1,829,500,000","$1,796,900,000","$1,738,000,000","$1,755,600,000","$1,642,900,000","$1,737,600,000"
Alaska,   Management of companies and enterprises ,"$316,800,000","$298,100,000","$307,400,000","$321,800,000","$405,400,000","$355,900,000","$287,300,000","$267,600,000","$254,700,000","$303,300,000","$288,100,000","$302,100,000","$310,000,000","$333,100,000","$338,500,000","$358,500,000","$361,500,000","$373,200,000","$381,900,000","$359,400,000","$369,100,000","$372,500,000","$405,800,000","$374,800,000","$434,900,000"
Alaska,   Administrative and support and waste management and remediation services ,"$635,900,000","$584,300,000","$584,400,000","$588,500,000","$640,200,000","$658,000,000","$689,100,000","$702,400,000","$772,500,000","$774,000,000","$854,100,000","$915,500,000","$958,300,000","$1,049,400,000","$1,056,500,000","$1,071,800,000","$1,064,500,000","$1,043,300,000","$1,036,000,000","$949,800,000","$929,800,000","$896,900,000","$910,700,000","$871,000,000","$870,700,000"
Alaska,   Educational services ,"$142,700,000","$140,500,000","$156,900,000","$157,700,000","$169,200,000","$175,200,000","$175,900,000","$178,800,000","$169,700,000","$170,500,000","$167,300,000","$166,600,000","$171,900,000","$181,700,000","$181,600,000","$182,000,000","$182,700,000","$176,600,000","$176,100,000","$176,900,000","$175,500,000","$170,700,000","$173,000,000","$141,700,000","$145,600,000"
Alaska,   Health care and social assistance ,"$1,463,300,000","$1,485,300,000","$1,538,300,000","$1,698,300,000","$1,927,900,000","$2,060,400,000","$2,238,400,000","$2,414,500,000","$2,474,800,000","$2,551,300,000","$2,559,600,000","$2,706,400,000","$2,852,900,000","$2,979,400,000","$3,193,800,000","$3,310,500,000","$3,419,500,000","$3,394,600,000","$3,539,300,000","$3,672,200,000","$3,774,900,000","$3,933,600,000","$4,010,100,000","$3,973,800,000","$4,104,000,000"
Alaska,"   Arts, entertainment, and recreation ","$190,200,000","$160,400,000","$163,900,000","$171,200,000","$165,700,000","$177,900,000","$191,000,000","$201,800,000","$209,600,000","$205,800,000","$220,600,000","$224,300,000","$220,400,000","$230,100,000","$254,300,000","$264,900,000","$286,700,000","$284,100,000","$277,200,000","$280,500,000","$285,300,000","$288,000,000","$304,300,000","$160,300,000","$239,900,000"
Alaska,   Accommodation and food services ,"$1,010,200,000","$1,059,400,000","$1,124,100,000","$1,195,000,000","$1,197,700,000","$1,284,600,000","$1,313,100,000","$1,323,200,000","$1,294,600,000","$1,336,200,000","$1,342,800,000","$1,434,800,000","$1,297,400,000","$1,304,600,000","$1,284,200,000","$1,308,400,000","$1,312,300,000","$1,353,900,000","$1,391,500,000","$1,350,700,000","$1,277,900,000","$1,280,300,000","$1,270,200,000","$866,800,000","$1,218,600,000"
Alaska,  Other services (except government and government enterprises) ,"$953,000,000","$961,800,000","$966,200,000","$971,300,000","$883,200,000","$929,200,000","$880,700,000","$866,700,000","$864,100,000","$856,700,000","$829,400,000","$791,600,000","$783,900,000","$784,000,000","$763,000,000","$779,700,000","$785,000,000","$803,700,000","$791,000,000","$763,900,000","$755,400,000","$758,400,000","$741,700,000","$688,200,000","$728,900,000"
Alaska, Government and government enterprises ,"$8,471,900,000","$8,395,500,000","$8,299,200,000","$8,350,600,000","$8,479,300,000","$8,798,300,000","$8,985,700,000","$9,017,100,000","$9,200,200,000","$9,264,100,000","$9,248,900,000","$9,345,500,000","$9,596,700,000","$9,644,900,000","$9,996,900,000","$10,244,300,000","$9,811,000,000","$9,781,200,000","$9,535,900,000","$9,724,300,000","$9,710,900,000","$9,818,500,000","$9,651,400,000","$9,345,800,000","$9,426,600,000"
Arizona,"  Agriculture, forestry, fishing and hunting ","$1,893,700,000","$2,174,000,000","$2,278,200,000","$2,516,700,000","$2,310,200,000","$2,621,500,000","$2,402,100,000","$2,825,200,000","$2,989,100,000","$2,819,100,000","$2,613,200,000","$1,962,600,000","$1,941,300,000","$2,113,600,000","$2,432,700,000","$1,876,600,000","$2,253,400,000","$2,178,600,000","$2,760,800,000","$3,477,900,000","$3,213,200,000","$3,328,300,000","$3,299,700,000","$3,396,900,000","$2,654,700,000"
Arizona,"  Mining, quarrying, and oil and gas extraction ","$4,576,500,000","$4,377,200,000","$4,678,700,000","$4,859,400,000","$4,071,800,000","$3,704,000,000","$3,971,800,000","$4,619,500,000","$5,927,900,000","$7,039,100,000","$7,256,000,000","$6,863,300,000","$5,743,400,000","$6,615,000,000","$7,100,600,000","$6,465,700,000","$6,202,200,000","$6,294,900,000","$4,814,900,000","$4,294,000,000","$5,386,700,000","$5,193,000,000","$4,906,200,000","$5,327,500,000","$7,017,800,000"
Arizona,  Utilities ,"$4,181,100,000","$3,993,000,000","$4,788,100,000","$4,932,700,000","$4,154,500,000","$4,233,100,000","$4,177,800,000","$4,455,000,000","$4,362,500,000","$4,807,300,000","$5,248,400,000","$5,481,900,000","$5,267,900,000","$5,766,400,000","$6,071,700,000","$6,220,100,000","$6,126,000,000","$5,710,900,000","$5,684,900,000","$6,244,500,000","$6,103,600,000","$5,852,300,000","$5,919,700,000","$6,442,700,000","$5,970,900,000"
Arizona,  Construction ,"$13,756,600,000","$15,308,100,000","$16,254,100,000","$17,249,900,000","$17,227,400,000","$16,942,200,000","$17,512,200,000","$19,094,300,000","$22,037,200,000","$23,857,000,000","$23,074,600,000","$18,428,200,000","$12,098,200,000","$10,244,200,000","$9,910,400,000","$9,329,600,000","$10,043,500,000","$9,891,800,000","$10,123,700,000","$10,880,800,000","$12,008,400,000","$13,121,600,000","$14,053,200,000","$15,028,500,000","$15,235,500,000"
Arizona,  Manufacturing ,"$10,614,900,000","$12,374,900,000","$14,744,300,000","$15,628,800,000","$16,400,000,000","$17,082,000,000","$21,124,900,000","$18,773,700,000","$18,406,400,000","$20,946,300,000","$23,683,200,000","$23,563,100,000","$20,349,600,000","$22,321,400,000","$23,561,200,000","$24,505,200,000","$22,112,400,000","$23,810,700,000","$25,185,700,000","$25,919,700,000","$28,333,100,000","$31,005,200,000","$32,936,000,000","$32,992,200,000","$35,890,400,000"
Arizona,  Wholesale trade ,"$10,271,500,000","$11,580,200,000","$12,167,200,000","$12,884,100,000","$13,346,300,000","$13,648,600,000","$14,557,100,000","$15,460,200,000","$16,135,200,000","$16,690,300,000","$17,908,600,000","$17,509,300,000","$15,456,500,000","$15,743,200,000","$15,793,800,000","$16,676,300,000","$16,200,600,000","$16,290,500,000","$16,646,800,000","$17,232,600,000","$17,440,300,000","$17,580,800,000","$17,177,100,000","$17,850,200,000","$18,814,300,000"
Arizona,  Retail trade ,"$12,453,200,000","$13,995,700,000","$14,725,900,000","$15,692,600,000","$16,450,700,000","$17,303,500,000","$18,598,600,000","$19,608,100,000","$21,671,200,000","$23,228,900,000","$22,849,900,000","$20,890,400,000","$18,926,300,000","$19,232,200,000","$20,290,500,000","$20,235,200,000","$20,116,100,000","$21,118,700,000","$21,432,100,000","$22,286,200,000","$22,769,500,000","$23,241,100,000","$23,931,000,000","$24,243,300,000","$25,085,100,000"
Arizona,  Transportation and warehousing ,"$6,021,700,000","$6,421,800,000","$6,654,700,000","$6,394,900,000","$5,617,200,000","$5,753,600,000","$6,151,800,000","$7,091,900,000","$7,757,800,000","$8,420,200,000","$8,356,900,000","$8,038,700,000","$7,479,200,000","$8,011,100,000","$8,028,100,000","$8,136,900,000","$7,899,800,000","$8,310,300,000","$8,434,400,000","$8,697,600,000","$9,173,600,000","$9,721,000,000","$10,027,000,000","$8,805,600,000","$9,930,900,000"
Arizona,  Information ,"$3,585,600,000","$4,140,600,000","$4,533,700,000","$4,604,100,000","$4,975,500,000","$5,752,900,000","$5,702,500,000","$6,043,200,000","$6,251,500,000","$6,659,700,000","$7,038,500,000","$7,485,500,000","$7,255,300,000","$7,377,200,000","$7,300,100,000","$7,288,400,000","$8,257,700,000","$9,254,600,000","$10,277,600,000","$11,425,400,000","$12,972,800,000","$13,649,000,000","$15,595,600,000","$16,177,500,000","$18,282,200,000"
Arizona,   Finance and insurance ,"$10,181,200,000","$11,821,900,000","$13,451,400,000","$13,929,900,000","$14,857,900,000","$15,025,900,000","$15,849,200,000","$16,886,300,000","$18,318,000,000","$14,487,800,000","$14,369,900,000","$12,908,100,000","$14,160,800,000","$14,438,400,000","$15,946,400,000","$18,295,300,000","$17,865,300,000","$17,456,200,000","$18,792,900,000","$18,760,000,000","$18,734,200,000","$19,544,800,000","$20,109,300,000","$22,986,400,000","$24,284,000,000"
Arizona,   Real estate and rental and leasing ,"$22,878,700,000","$23,824,400,000","$26,513,100,000","$27,957,200,000","$29,683,500,000","$31,393,400,000","$31,292,200,000","$33,052,400,000","$36,991,100,000","$38,257,800,000","$40,636,800,000","$45,309,100,000","$41,925,000,000","$40,881,500,000","$40,313,500,000","$41,384,600,000","$44,130,200,000","$43,966,200,000","$43,626,800,000","$44,618,700,000","$44,716,500,000","$46,316,500,000","$48,229,400,000","$47,774,600,000","$50,289,000,000"
Arizona,"   Professional, scientific, and technical services ","$9,100,700,000","$9,517,100,000","$10,080,800,000","$10,649,000,000","$10,797,100,000","$11,097,500,000","$11,160,200,000","$12,140,900,000","$13,210,500,000","$14,394,800,000","$15,122,300,000","$15,751,300,000","$14,574,100,000","$14,517,000,000","$15,272,400,000","$15,410,700,000","$15,513,800,000","$15,876,600,000","$16,357,400,000","$17,036,900,000","$18,114,200,000","$19,478,500,000","$20,111,400,000","$20,191,200,000","$22,591,800,000"
Arizona,   Management of companies and enterprises ,"$2,193,300,000","$2,303,800,000","$2,245,400,000","$2,415,400,000","$2,806,800,000","$2,752,000,000","$2,983,600,000","$3,098,800,000","$2,768,000,000","$2,934,000,000","$3,127,400,000","$3,182,900,000","$2,951,700,000","$2,820,100,000","$2,787,000,000","$3,051,600,000","$3,420,300,000","$3,801,700,000","$3,812,000,000","$3,849,600,000","$4,209,300,000","$3,892,800,000","$4,415,900,000","$4,881,000,000","$6,206,100,000"
Arizona,   Administrative and support and waste management and remediation services ,"$5,900,900,000","$6,286,100,000","$7,091,800,000","$7,887,900,000","$8,042,200,000","$7,949,200,000","$8,786,400,000","$9,638,800,000","$11,087,400,000","$11,894,400,000","$12,252,400,000","$12,169,800,000","$10,903,000,000","$10,807,300,000","$10,906,500,000","$11,078,100,000","$11,767,800,000","$12,289,300,000","$12,564,800,000","$12,658,600,000","$13,618,600,000","$14,424,100,000","$14,809,300,000","$14,464,300,000","$15,908,400,000"
Arizona,   Educational services ,"$1,177,300,000","$1,287,800,000","$1,287,400,000","$1,435,600,000","$1,443,100,000","$1,672,500,000","$1,878,400,000","$2,291,400,000","$2,386,600,000","$2,467,400,000","$2,558,600,000","$2,865,000,000","$3,245,600,000","$3,550,200,000","$3,604,000,000","$3,686,100,000","$3,499,700,000","$3,515,500,000","$3,536,000,000","$3,552,500,000","$3,551,000,000","$3,600,000,000","$3,783,100,000","$3,518,100,000","$3,597,800,000"
Arizona,   Health care and social assistance ,"$11,241,100,000","$11,522,900,000","$11,998,900,000","$12,474,700,000","$12,954,800,000","$13,725,400,000","$14,813,800,000","$15,992,100,000","$16,930,600,000","$18,559,600,000","$19,373,700,000","$21,144,600,000","$21,527,100,000","$21,697,600,000","$22,325,800,000","$22,535,500,000","$22,911,600,000","$23,343,300,000","$24,323,000,000","$25,397,400,000","$26,795,500,000","$28,017,300,000","$29,264,400,000","$29,549,100,000","$30,643,100,000"
Arizona,"   Arts, entertainment, and recreation ","$1,913,300,000","$2,093,300,000","$2,200,800,000","$2,430,900,000","$2,229,300,000","$2,437,700,000","$2,609,100,000","$2,482,600,000","$2,404,800,000","$2,383,600,000","$2,310,900,000","$2,194,000,000","$2,110,200,000","$2,148,500,000","$2,207,600,000","$2,564,900,000","$2,783,600,000","$2,998,600,000","$2,908,100,000","$3,088,300,000","$3,307,700,000","$3,333,400,000","$3,114,300,000","$2,019,800,000","$2,366,400,000"
Arizona,   Accommodation and food services ,"$6,671,500,000","$6,951,900,000","$7,331,500,000","$7,919,300,000","$7,567,500,000","$7,672,200,000","$8,034,100,000","$9,149,500,000","$10,288,700,000","$10,898,600,000","$10,971,500,000","$9,834,400,000","$8,934,300,000","$8,988,600,000","$9,393,200,000","$9,631,400,000","$9,747,300,000","$9,129,600,000","$9,601,600,000","$9,713,500,000","$10,234,000,000","$10,591,400,000","$10,479,000,000","$8,733,600,000","$10,734,700,000"
